baseline_validation_failure_count,certified_beta_l2,certified_beta_l2_max,component_mean_base_search_ns,component_mean_candidate_delta_distance_ns,component_mean_candidate_raw_distance_ns,component_mean_delta_index_search_ns,component_mean_exact_boundary_rerank_ns,component_mean_exact_truth_generation_ns,component_mean_final_interval_recompute_ns,component_mean_full_index_search_ns,component_mean_group_ordering_ns,component_mean_group_scan_ns,component_mean_lb_calculation_ns,component_mean_merge_ns,component_mean_receipt_ns,component_mean_visibility_ns,contract_violation_count,dataset_hash,delta_exact_neighbor_capture_rate,delta_exact_neighbor_capture_rate_macro,delta_exact_neighbor_count_total,delta_exact_neighbors_captured_total,delta_influence_end_to_end_p50_ms,delta_influence_mean_exact_recall,delta_influence_query_fraction,end_to_end_actual_batch_qps,end_to_end_p50_ms,end_to_end_p95_ms,end_to_end_p99_ms,end_to_end_pooled_request_p99_ms,end_to_end_single_query_capacity_estimate_qps,experiment_id,fallback_count,fallback_rate,fallback_reason_counts,fallback_reason_request_counts,fallback_request_count,fallback_request_rate,group_skip_rate,groups_scanned_total,groups_skipped_total,k,mean_distance_evaluations,mean_exact_boundary_rechecks,mean_exact_id_symmetric_difference,mean_exact_rank_position_difference,mean_exact_recall_at_k,mean_groups_scanned,mean_groups_skipped,mean_raw_pending_scanned,mean_same_c_reference_recall_at_k,mean_vectors_scanned_or_read,mean_visibility_rejections,method,method_kind,micro_actual_batch_qps,micro_p50_ms,micro_p95_ms,micro_p99_ms,micro_pooled_request_p99_ms,micro_single_query_capacity_estimate_qps,min_exact_recall_at_k,min_skipped_lb_l2,non_delta_end_to_end_p50_ms,observed_beta_upper_l2,observed_beta_upper_l2_max,p99_sample_warning,paired_speedup_vs_delta_flat,performance_eligible,query_rows,repetitions_observed,requested_beta_l2,requested_beta_l2_max,requested_beta_l2_min,run_complete,run_id,split_id,tau_returned_l2,truth_cache_hit_count,truth_generation_wall_ms,unique_test_queries
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,59877.125,,136189.75,,,,0.0,,11970.375,148345.375,370102.25,1174654.375,218073.0,11111.5,0,2818597448088286a32b9b95b54ca7490acc072b1c90f8aae854e5d264652975,1.0,1.0,7.0,7.0,2.632172,1.0,0.5,"{'count': 1, 'min': 349.1436335884206, 'p50': 349.1436335884206, 'p95': 349.1436335884206, 'p99': 349.1436335884206, 'max': 349.1436335884206, 'mean': 349.1436335884206}",2.6566705,2.8016851000000003,2.81111942,2.81111942,374.6087738151089,synthetic-clustered,0,0.0,{},{},0,0.0,0.5625,14.0,18.0,5,40.25,5.0,0.0,0.0,1.0,1.75,2.25,2.0,1.0,20.25,0.0,group_pruning_beta_factor_0p05,pruned,"{'count': 1, 'min': 386.99076369144296, 'p50': 386.99076369144296, 'p95': 386.99076369144296, 'p99': 386.99076369144296, 'max': 386.99076369144296, 'mean': 386.99076369144296}",2.311878,2.4832254500000004,2.49091789,2.49091789,427.95051822133064,1.0,"{'count': 8, 'min': 38.42637521334928, 'p50': 44.96463476936279, 'p95': 48.52567587665797, 'p99': 49.58232845201284, 'max': 49.84649159585156, 'mean': 44.34475206156701}",2.6566705,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.6398202670466316, 'bootstrap_95pct_lower': 0.6120205742604461, 'bootstrap_95pct_upper': 0.6649718705428845, 'bootstrap_resamples': 2000, 'seed': 14141545721890025913, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.17770657991298278, 'p50': 0.17770657991298278, 'p95': 0.17770657991298278, 'p99': 0.17770657991298278, 'max': 0.17770657991298278, 'mean': 0.17770657991298278}",0.17770657991298278,0.17770657991298278,True,offline-smoke-20260905T121406.178089Z-43d3397eca,aa18c94a51998944a2d6ac6eb04be025ba4209c5911044bada3e93f4055b815d,"{'count': 8, 'min': 2.917486375108957, 'p50': 3.112244821529495, 'p95': 3.413959324765648, 'p99': 3.463295852629357, 'max': 3.475629984595284, 'mean': 3.135420435288103}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,59877.125,,140485.125,,,,0.0,,12024.25,329086.5,378194.0,1182265.5,217626.625,11178.375,0,2818597448088286a32b9b95b54ca7490acc072b1c90f8aae854e5d264652975,1.0,1.0,7.0,7.0,2.847216,1.0,0.5,"{'count': 1, 'min': 334.18785167005365, 'p50': 334.18785167005365, 'p95': 334.18785167005365, 'p99': 334.18785167005365, 'max': 334.18785167005365, 'mean': 334.18785167005365}",2.8359175,2.8981596499999998,2.90273513,2.90273513,352.07187476909036,synthetic-clustered,0,0.0,{},{},0,0.0,0.0,32.0,0.0,5,44.0,5.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,24.0,0.0,grouping_no_pruning_ablation,no_pruning,"{'count': 1, 'min': 368.9904826284816, 'p50': 368.9904826284816, 'p95': 368.9904826284816, 'p99': 368.9904826284816, 'max': 368.9904826284816, 'mean': 368.9904826284816}",2.499337,2.56091125,2.57333905,2.57333905,398.7882818057333,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",2.8195035,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.5968936114398917, 'bootstrap_95pct_lower': 0.5910793660612615, 'bootstrap_95pct_upper': 0.5983844368170987, 'bootstrap_resamples': 2000, 'seed': 8599325711739022185, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,aa18c94a51998944a2d6ac6eb04be025ba4209c5911044bada3e93f4055b815d,"{'count': 8, 'min': 2.917486375108957, 'p50': 3.112244821529495, 'p95': 3.413959324765648, 'p99': 3.463295852629357, 'max': 3.475629984595284, 'mean': 3.135420435288103}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,60008.625,172483.0,,,,,,,0.0,0.0,0.0,1159539.375,212137.5,1303.25,0,20b08b6cbdc7f2c9d674f54eba9a46225f3eeaef27432a52303794859b0818c0,1.0,1.0,25.0,25.0,1.998277,1.0,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,2.06057939,,synthetic-delta-near-queries,0,0.0,{},{},0,0.0,0.0,16.0,0.0,5,40.0,5.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,24.0,0.0,certified_full_delta_reference,certified_full,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,1.69014095,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 0, 'median': None, 'bootstrap_95pct_lower': None, 'bootstrap_95pct_upper': None, 'bootstrap_resamples': 0, 'seed': None, 'reason': 'truth_generation_is_not_a_performance_method'}",False,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,3ef146be427aaeb2f2a5852d2bf3694a60f6f85bcaaf768333a1d0237117ccf2,"{'count': 8, 'min': 2.7596056487865597, 'p50': 3.3878954739808913, 'p95': 4.051184131266974, 'p99': 4.2092391737108406, 'max': 4.248752934321807, 'mean': 3.3906852882421536}",0,"{'count': 8, 'min': 1.957287, 'p50': 1.998277, 'p95': 2.05136095, 'p99': 2.06057939, 'max': 2.062884, 'mean': 2.00378575}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,21565.125,,,,,,,,1317542.25,,,0,20b08b6cbdc7f2c9d674f54eba9a46225f3eeaef27432a52303794859b0818c0,1.0,1.0,25.0,25.0,1.699414,1.0,1.0,"{'count': 1, 'min': 609.478394676572, 'p50': 609.478394676572, 'p95': 609.478394676572, 'p99': 609.478394676572, 'max': 609.478394676572, 'mean': 609.478394676572}",1.699414,1.7918634,1.80503908,1.80503908,585.1323287732752,synthetic-delta-near-queries,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,24.0,,delta_flat_full_scan,delta_flat,"{'count': 1, 'min': 732.2859569338967, 'p50': 732.2859569338967, 'p95': 732.2859569338967, 'p99': 732.2859569338967, 'max': 732.2859569338967, 'mean': 732.2859569338967}",1.364951,1.41887005,1.42821001,1.42821001,726.9059041205661,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 1.0, 'bootstrap_95pct_lower': 1.0, 'bootstrap_95pct_upper': 1.0, 'bootstrap_resamples': 2000, 'seed': 14229054718480206893, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,3ef146be427aaeb2f2a5852d2bf3694a60f6f85bcaaf768333a1d0237117ccf2,"{'count': 8, 'min': 2.7596056487865597, 'p50': 3.3878954739808913, 'p95': 4.051184131266974, 'p99': 4.2092391737108406, 'max': 4.248752934321807, 'mean': 3.3906852882421536}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,24383.625,,,,,,,,1315142.375,,,0,20b08b6cbdc7f2c9d674f54eba9a46225f3eeaef27432a52303794859b0818c0,1.0,1.0,25.0,25.0,1.707346,1.0,1.0,"{'count': 1, 'min': 603.9401356419347, 'p50': 603.9401356419347, 'p95': 603.9401356419347, 'p99': 603.9401356419347, 'max': 603.9401356419347, 'mean': 603.9401356419347}",1.707346,1.743393,1.746277,1.746277,584.8547049111932,synthetic-delta-near-queries,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,,,delta_hnsw_ef24,delta_hnsw,"{'count': 1, 'min': 723.1783544040387, 'p50': 723.1783544040387, 'p95': 723.1783544040387, 'p99': 723.1783544040387, 'max': 723.1783544040387, 'mean': 723.1783544040387}",1.3680635,1.4090196000000001,1.41334952,1.41334952,726.4774985854121,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.9935114786434731, 'bootstrap_95pct_lower': 0.9871416731104927, 'bootstrap_95pct_upper': 1.003567234547655, 'bootstrap_resamples': 2000, 'seed': 3219894516836530718, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,3ef146be427aaeb2f2a5852d2bf3694a60f6f85bcaaf768333a1d0237117ccf2,"{'count': 8, 'min': 2.7596056487865597, 'p50': 3.3878954739808913, 'p95': 4.051184131266974, 'p99': 4.2092391737108406, 'max': 4.248752934321807, 'mean': 3.3906852882421536}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,23010.25,,,,,,,,1315050.5,,,0,20b08b6cbdc7f2c9d674f54eba9a46225f3eeaef27432a52303794859b0818c0,1.0,1.0,25.0,25.0,1.680221,1.0,1.0,"{'count': 1, 'min': 606.2678394311753, 'p50': 606.2678394311753, 'p95': 606.2678394311753, 'p99': 606.2678394311753, 'max': 606.2678394311753, 'mean': 606.2678394311753}",1.680221,1.79467045,1.8028500900000002,1.8028500900000002,585.467410834777,synthetic-delta-near-queries,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,,,delta_hnsw_ef8,delta_hnsw,"{'count': 1, 'min': 726.4193826125346, 'p50': 726.4193826125346, 'p95': 726.4193826125346, 'p99': 726.4193826125346, 'max': 726.4193826125346, 'mean': 726.4193826125346}",1.368651,1.4146900500000001,1.42462361,1.42462361,727.4231054674393,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 1.0005229206893862, 'bootstrap_95pct_lower': 0.9826590419013783, 'bootstrap_95pct_upper': 1.0175585553658302, 'bootstrap_resamples': 2000, 'seed': 4105523706530716890, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,3ef146be427aaeb2f2a5852d2bf3694a60f6f85bcaaf768333a1d0237117ccf2,"{'count': 8, 'min': 2.7596056487865597, 'p50': 3.3878954739808913, 'p95': 4.051184131266974, 'p99': 4.2092391737108406, 'max': 4.248752934321807, 'mean': 3.3906852882421536}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,,1253511.625,,,,,,,,,0,20b08b6cbdc7f2c9d674f54eba9a46225f3eeaef27432a52303794859b0818c0,1.0,1.0,25.0,25.0,1.288167,1.0,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,1.30273437,,synthetic-delta-near-queries,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,120.0,,full_base_delta_exact_flat,full_exact_truth,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,fewer_than_1000_unique_test_queries,"{'paired_queries': 0, 'median': None, 'bootstrap_95pct_lower': None, 'bootstrap_95pct_upper': None, 'bootstrap_resamples': 0, 'seed': None, 'reason': 'truth_generation_is_not_a_performance_method'}",False,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,3ef146be427aaeb2f2a5852d2bf3694a60f6f85bcaaf768333a1d0237117ccf2,"{'count': 8, 'min': 2.7596056487865597, 'p50': 3.3878954739808913, 'p95': 4.051184131266974, 'p99': 4.2092391737108406, 'max': 4.248752934321807, 'mean': 3.3906852882421536}",0,"{'count': 8, 'min': 1.276652, 'p50': 1.288167, 'p95': 1.30155585, 'p99': 1.30273437, 'max': 1.303029, 'mean': 1.289604}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,1256969.5,,,17775.125,,,,,,,0,20b08b6cbdc7f2c9d674f54eba9a46225f3eeaef27432a52303794859b0818c0,1.0,1.0,25.0,25.0,1.3124695,1.0,1.0,"{'count': 1, 'min': 761.9613647490004, 'p50': 761.9613647490004, 'p95': 761.9613647490004, 'p99': 761.9613647490004, 'max': 761.9613647490004, 'mean': 761.9613647490004}",1.3124695,1.3411755,1.3459495,1.3459495,760.255875518744,synthetic-delta-near-queries,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,120.0,,full_base_delta_flat_scan_performance,full_flat_performance,"{'count': 1, 'min': 761.9613647490004, 'p50': 761.9613647490004, 'p95': 761.9613647490004, 'p99': 761.9613647490004, 'max': 761.9613647490004, 'mean': 761.9613647490004}",,,,,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 1.2787977768833603, 'bootstrap_95pct_lower': 1.2660393143118436, 'bootstrap_95pct_upper': 1.3620588988159452, 'bootstrap_resamples': 2000, 'seed': 1213777427573232983, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,3ef146be427aaeb2f2a5852d2bf3694a60f6f85bcaaf768333a1d0237117ccf2,"{'count': 8, 'min': 2.7596056487865597, 'p50': 3.3878954739808913, 'p95': 4.051184131266974, 'p99': 4.2092391737108406, 'max': 4.248752934321807, 'mean': 3.3906852882421536}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,,,,24358.5,,,,,,,0,20b08b6cbdc7f2c9d674f54eba9a46225f3eeaef27432a52303794859b0818c0,1.0,1.0,25.0,25.0,0.072272,1.0,1.0,"{'count': 1, 'min': 15287.188953477262, 'p50': 15287.188953477262, 'p95': 15287.188953477262, 'p99': 15287.188953477262, 'max': 15287.188953477262, 'mean': 15287.188953477262}",0.072272,0.09047309999999999,0.09600422,0.09600422,13488.79165718236,synthetic-delta-near-queries,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,,,full_base_delta_hnsw_ef24,full_hnsw,"{'count': 1, 'min': 15287.188953477262, 'p50': 15287.188953477262, 'p95': 15287.188953477262, 'p99': 15287.188953477262, 'max': 15287.188953477262, 'mean': 15287.188953477262}",,,,,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 23.50968305267018, 'bootstrap_95pct_lower': 21.47025105303157, 'bootstrap_95pct_upper': 25.327147439039763, 'bootstrap_resamples': 2000, 'seed': 15838982420199105131, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,3ef146be427aaeb2f2a5852d2bf3694a60f6f85bcaaf768333a1d0237117ccf2,"{'count': 8, 'min': 2.7596056244533655, 'p50': 3.3878954922319657, 'p95': 4.051183959909901, 'p99': 4.209238900253061, 'max': 4.2487526353388505, 'mean': 3.3906852456181413}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,,,,17662.75,,,,,,,0,20b08b6cbdc7f2c9d674f54eba9a46225f3eeaef27432a52303794859b0818c0,1.0,1.0,25.0,25.0,0.0666805,1.0,1.0,"{'count': 1, 'min': 13671.334288048178, 'p50': 13671.334288048178, 'p95': 13671.334288048178, 'p99': 13671.334288048178, 'max': 13671.334288048178, 'mean': 13671.334288048178}",0.0666805,0.07543230000000001,0.07581366,0.07581366,14739.69695183067,synthetic-delta-near-queries,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,,,full_base_delta_hnsw_ef8,full_hnsw,"{'count': 1, 'min': 13671.334288048178, 'p50': 13671.334288048178, 'p95': 13671.334288048178, 'p99': 13671.334288048178, 'max': 13671.334288048178, 'mean': 13671.334288048178}",,,,,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 25.369885187550622, 'bootstrap_95pct_lower': 24.257622707821913, 'bootstrap_95pct_upper': 26.358479448346152, 'bootstrap_resamples': 2000, 'seed': 3716335334749776582, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,3ef146be427aaeb2f2a5852d2bf3694a60f6f85bcaaf768333a1d0237117ccf2,"{'count': 8, 'min': 2.7596056244533655, 'p50': 3.3878954922319657, 'p95': 4.051183959909901, 'p99': 4.209238900253061, 'max': 4.2487526353388505, 'mean': 3.3906852456181413}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,60008.625,,139316.375,,,,0.0,,3626.875,168957.875,191630.0,1187744.375,215145.25,10456.875,0,20b08b6cbdc7f2c9d674f54eba9a46225f3eeaef27432a52303794859b0818c0,1.0,1.0,25.0,25.0,2.457932,1.0,1.0,"{'count': 1, 'min': 380.9191865661231, 'p50': 380.9191865661231, 'p95': 380.9191865661231, 'p99': 380.9191865661231, 'max': 380.9191865661231, 'mean': 380.9191865661231}",2.457932,2.4899639500000004,2.49632079,2.49632079,407.25894266822417,synthetic-delta-near-queries,0,0.0,{},{},0,0.0,0.0,16.0,0.0,5,42.0,5.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,24.0,0.0,group_pruning_beta0,pruned,"{'count': 1, 'min': 428.63119200619974, 'p50': 428.63119200619974, 'p95': 428.63119200619974, 'p99': 428.63119200619974, 'max': 428.63119200619974, 'mean': 428.63119200619974}",2.1145075,2.1529974,2.16115548,2.16115548,471.22710837610896,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.6925795740563587, 'bootstrap_95pct_lower': 0.683413616180001, 'bootstrap_95pct_upper': 0.705100263820554, 'bootstrap_resamples': 2000, 'seed': 16844823276070951397, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,3ef146be427aaeb2f2a5852d2bf3694a60f6f85bcaaf768333a1d0237117ccf2,"{'count': 8, 'min': 2.7596056487865597, 'p50': 3.3878954739808913, 'p95': 4.051184131266974, 'p99': 4.2092391737108406, 'max': 4.248752934321807, 'mean': 3.3906852882421536}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,60008.625,,142146.5,,,,92577.875,,3741.375,170088.375,193157.875,1185103.375,216055.125,10247.875,0,20b08b6cbdc7f2c9d674f54eba9a46225f3eeaef27432a52303794859b0818c0,1.0,1.0,25.0,25.0,2.534521,1.0,1.0,"{'count': 1, 'min': 370.4338586178057, 'p50': 370.4338586178057, 'p95': 370.4338586178057, 'p99': 370.4338586178057, 'max': 370.4338586178057, 'mean': 370.4338586178057}",2.534521,2.661938,2.6802052,2.6802052,391.5976459499111,synthetic-delta-near-queries,0,0.0,{},{},0,0.0,0.0,16.0,0.0,5,82.0,5.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,24.0,0.0,group_pruning_beta0_recompute_intervals_ablation,pruned_recompute,"{'count': 1, 'min': 414.3517782372709, 'p50': 414.3517782372709, 'p95': 414.3517782372709, 'p99': 414.3517782372709, 'max': 414.3517782372709, 'mean': 414.3517782372709}",2.2155455,2.2763409,2.29124418,2.29124418,450.385479301916,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.6660892626348226, 'bootstrap_95pct_lower': 0.6597512613611797, 'bootstrap_95pct_upper': 0.6815230670963158, 'bootstrap_resamples': 2000, 'seed': 6957938496021667882, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,3ef146be427aaeb2f2a5852d2bf3694a60f6f85bcaaf768333a1d0237117ccf2,"{'count': 8, 'min': 2.7596056487865597, 'p50': 3.3878954739808913, 'p95': 4.051184131266974, 'p99': 4.2092391737108406, 'max': 4.248752934321807, 'mean': 3.3906852882421536}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
